-0.66, 0.57
0.34, -0.60
-0.85, -0.00
-0.76, 0.86
-0.07, 0.61
-1.00, -0.77
0.00, -0.25
-0.51, 0.14
-0.14, 0.14
-0.92, 0.17
-0.53, -0.33
-0.60, 0.38
-0.68, -0.55
0.55, 0.07
0.62, -0.24
-0.56, 0.31
-0.08, 0.79
-0.72, 0.16
-0.00, 0.76
0.01, 0.36
0.36, 0.88
-0.69, -0.22
-0.64, -0.87
0.62, -0.81
0.01, 0.39
-0.33, -0.74
0.94, 0.51
0.30, 0.19
-0.58, 0.89
-0.87, 0.56
-0.63, 0.70
-0.09, -0.46
0.09, 0.19
-0.33, -0.70
0.48, 0.25
0.63, -0.76
-0.99, 0.41
0.30, 0.06
-0.92, -0.54
-0.04, 0.26
0.89, 0.99
-0.31, 0.58
0.35, 0.35
0.15, -0.29
-0.91, 0.40
0.85, -0.90
-0.27, -0.44
0.76, 0.10
0.65, 0.83
0.96, 0.06
-0.20, -0.84
0.44, -0.57
0.43, -0.76
-0.37, 0.91
-0.85, -0.18
-0.52, 0.53
-0.95, -0.13
-0.80, 0.99
-0.98, -0.21
0.11, -0.86
0.56, -0.45
-0.34, 0.89
-0.59, -0.96
0.66, -0.88
-0.85, -0.53
-0.61, -0.70
0.50, 0.45
0.57, -0.65
0.20, 0.08
0.30, 0.50
0.51, 0.90
-0.96, -0.01
-0.34, 0.25
0.58, 0.41
-0.84, 0.09
0.32, -0.27
0.01, -0.75
0.16, -0.11
0.02, 0.77
0.01, -0.84
0.59, 0.93
-0.66, -0.76
0.41, 0.72
-0.81, -0.08
0.96, -0.14
-0.31, 0.62
-0.27, 0.25
-0.87, -0.02
-0.22, 0.96
0.54, 0.73
0.96, 0.90
-0.38, -0.72
-0.77, -0.96
-0.75, 0.83
0.85, 0.84
-0.99, 0.64
0.46, -0.99
-0.85, 0.46
-0.62, 0.54
-0.71, -0.59
0.08, 0.64
0.81, -0.06
-0.12, 0.85
0.91, -0.82
0.09, 0.29
-0.96, 0.68
0.65, -0.17
0.94, 0.57
-0.63, -0.33
-0.79, -0.90
-0.12, 0.11
-0.87, 0.71
-0.38, -0.10
-0.76, 0.85
0.77, -0.33
-0.92, -0.53
0.41, -0.05
0.70, 0.39
0.90, -0.59
-0.22, 0.74
-0.91, -0.63
0.40, 0.01
0.04, -0.69
0.55, 0.17
-0.68, 0.84
0.18, 0.45
-0.94, 0.79
-0.08, 0.32
0.73, -0.76
0.50, -0.79
-0.62, 0.93
-0.68, 0.36
0.82, 0.17
0.73, -0.96
0.64, 0.16
0.87, 0.15
-0.11, -0.94
0.78, -0.12
0.72, -0.84
0.66, -0.51
0.99, 0.04
-0.70, 0.15
0.95, -0.01
-0.17, -0.30
0.20, -0.08
0.19, -0.61
-0.12, 0.02
-0.81, -0.63
0.92, 0.91
0.48, -0.95
-0.09, -0.98
0.22, -0.47
0.54, 0.62
-0.88, 0.56
-0.80, -0.83
0.63, -0.75
-0.18, -0.53
-0.74, -0.75
0.03, -0.49
0.76, 0.50
0.53, 0.57
0.36, 0.68
-0.36, 0.24
1.00, 0.53
0.94, 0.21
-0.67, 0.17
0.80, 0.17
0.94, 0.39
0.12, 0.28
-0.82, -0.86
0.53, 0.54
-0.75, -0.92
0.95, 0.18
0.95, -0.20
-0.68, 0.60
0.39, -0.92
0.13, 0.36
-0.78, 0.63
0.61, 0.98
0.80, -0.79
0.43, 0.37
0.21, -0.82
-0.38, 0.24
0.04, 0.63
0.68, 0.01
0.62, -0.78
0.07, -0.06
-0.94, -0.21
0.24, -0.37
-0.98, -0.86
0.12, -0.91
0.29, 0.30
-0.48, 0.90
-0.20, -0.37
0.85, 0.99
-0.23, 0.79
-0.98, -0.17
-0.71, -0.61
0.42, -0.19
-0.84, 0.57
-0.19, -0.09
-0.62, 0.01
-0.66, -0.08
-0.16, 0.70
-0.24, 0.92
0.04, -0.27
-0.59, 0.19
0.83, -0.02
0.38, -0.47
0.31, -0.05
-0.60, -0.93
-0.86, -0.09
0.90, 0.25
-0.60, -0.11
0.97, -0.82
0.17, -0.98
-0.87, -0.63
0.15, 0.87
0.83, -0.67
0.89, -0.33
-0.77, 0.94
-0.41, -0.99
-0.18, 0.95
0.22, -0.54
0.86, -0.13
-0.63, -0.40
-0.48, -0.05
0.81, 0.98
0.87, -0.99
0.47, -0.89
0.24, 1.00
-0.23, -0.96
0.48, -0.02
-0.58, 0.19
0.17, -0.42
0.63, 0.06
0.91, 0.88
0.47, -0.86
0.95, -0.56
0.42, -0.74
0.41, -0.38
0.64, -0.76
0.60, -0.03
0.99, 0.86
0.99, -0.18
0.56, 0.95
0.66, -0.19
-0.70, -0.63
0.39, 0.01
0.07, -0.97
0.52, 0.50
-0.71, -0.20
-0.01, -0.58
0.88, 0.21
-0.17, -0.70
-0.98, 0.92
0.77, -0.51
-0.72, 0.17
-0.54, 0.97
0.92, -0.48
-0.32, 0.86
-0.59, -0.12
0.43, 0.93
-0.95, -0.19
0.16, -0.67
0.04, -0.52
-0.66, -0.39
-0.04, -0.04
0.64, -0.29
-0.05, 0.12
-0.29, 0.12
0.64, 0.56
-0.54, 0.70
0.02, 0.52
0.06, -0.90
0.19, -0.99
0.87, 0.91
0.86, 0.51
0.14, 0.11
0.07, -0.16
-0.87, -0.33
-0.70, -0.11
0.23, 0.25
0.86, 0.30
-0.92, 0.50
0.80, 0.17
-0.07, 0.14
0.10, 0.82
0.27, 0.64
-0.99, -0.51
-0.41, -0.66
-0.56, 0.05
0.78, 0.94
-0.79, -0.44
0.18, 0.10
-0.71, 0.07
-0.40, -0.70
0.02, -0.26
-0.94, 0.54
0.71, 0.53
0.04, 0.02
0.39, 0.13
0.83, -0.43
-0.64, -0.19
0.21, -0.57
-0.09, 0.28
-0.08, 0.02
0.70, 0.27
0.32, -0.38
0.81, -0.51
0.93, 0.59
-0.92, 0.63
-0.14, -0.34
0.36, -0.00
0.94, -0.98
-0.32, 0.71
-0.43, -0.62
0.58, 0.85
0.41, 0.43
-0.56, -0.95
-0.57, -0.00
0.71, -0.35
-0.33, -0.51
0.11, 0.81
0.12, -0.13
-0.37, 0.97
-0.34, -0.04
-0.62, 0.23
-0.25, -0.48
-0.69, -0.64
-0.98, 0.21
0.92, 0.65
-0.29, 0.53
-0.56, -0.89
-0.45, 0.70
-0.42, -0.76
-0.59, 0.66
-0.83, 0.98
0.53, 0.97
-0.14, 0.16
0.55, 0.26
-0.70, -0.96
0.-0.66, 0.31
0.83, 0.48
0.08, -0.44
-0.86, -0.49
0.57, 0.74
0.24, 0.19
0.34, -0.32
-0.61, -0.91
0.52, 0.12
0.32, 0.03
0.63, 0.29
0.23, 0.52
-0.38, 0.40
0.37, 0.76
-0.21, 0.36
-0.38, 0.79
-0.61, 0.70
-0.19, -0.50
0.73, -0.75
0.03, -0.37
-0.14, 0.92
-0.13, 0.28
0.05, 0.99
-0.65, -0.58
-0.53, -0.48
0.14, 0.30
0.47, -0.04
-0.42, -0.15
0.45, -0.90
-0.69, 0.44
-0.44, -0.31
0.88, 0.90
0.12, -0.80
-0.86, -0.89
0.59, 0.11
-0.37, 0.47
0.45, 0.58
-0.76, -0.87
-0.81, -0.64
0.44, 0.72
-0.76, 0.74
-0.34, -0.79
0.62, -0.90
0.68, 0.26
-0.91, 0.62
0.38, 0.49
-0.98, 0.53
-0.42, 0.41
-0.17, -0.85
0.42, -0.77
0.72, 0.23
-0.14, -0.93
0.12, 0.10
0.03, 0.85
0.08, 0.82
-0.43, -0.97
-0.06, 0.09
-0.05, -0.69
0.70, -0.63
0.69, 0.87
0.37, 1.00
-0.35, 0.06
-0.65, -0.38
0.79, 0.64
0.78, 0.84
-0.38, -0.01
0.20, -0.92
-0.20, 0.57
-0.80, -0.22
-0.87, 0.80
-0.67, 0.99
-0.07, -0.30
-0.31, -0.57
0.29, -0.72
0.66, -0.88
-0.60, -0.20
-0.24, 0.85
-0.48, 0.63
-0.23, -0.53
0.77, -0.45
0.10, -0.03
0.56, 0.84
0.35, 0.92
0.33, -0.37
-0.93, -0.97
-0.57, 0.85
-0.45, -0.08
0.99, -0.75
-0.72, 0.69
0.97, -0.18
0.27, -0.01
-0.00, -0.59
-0.07, 0.61
-0.11, -0.99
0.34, -0.88
0.07, -0.37
-0.74, -0.62
-0.36, -0.47
-0.52, -0.72
0.41, -0.23
0.70, -0.77
0.83, 0.03
0.18, 0.27
-0.16, 0.15
-0.12, -0.54
-0.12, 0.93
-0.23, 0.37
-0.80, -0.87
-0.23, 0.26
-0.27, -0.94
0.11, -0.94
0.21, 0.58
0.19, 0.92
-0.10, -0.51
0.37, -0.16
